experiment,epoch,train_loss,train_classification_loss,train_kd_loss,train_supcon_loss,val_PR_AUC,val_ROC_AUC,val_Fraud_Precision,val_Fraud_Recall,val_Fraud_F1,val_MCC,val_Recall@Precision>=0.80,val_threshold,lr,epoch_seconds
tree_guided_moe_kd_focal_supcon,1,0.6916711602591128,0.023664763780683325,1.9954780259235347,6.936296575549485,0.6090801714669936,0.9274940480874886,0.6527244819646969,0.5591715976331361,0.6023371104815864,0.5912042768287559,0.4349112426035503,0.5432424545288086,0.0003,36.71
tree_guided_moe_kd_focal_supcon,2,0.6089676644227309,0.005876974294764074,1.7870651345869681,6.697112481683333,0.6082019255377924,0.9259937154979633,0.6676147907354734,0.5401051939513478,0.5971288388151917,0.587859974295003,0.4437869822485207,0.543383777141571,0.0003,64.44
tree_guided_moe_kd_focal_supcon,3,0.6062621261238038,0.005216530142200992,1.780342512218312,6.694282061012438,0.6142315652078212,0.9267726489823565,0.6959863364645602,0.5358316896778436,0.6054977711738484,0.5987498797205651,0.45660749506903353,0.5354677438735962,0.0003,76.81
tree_guided_moe_kd_focal_supcon,4,0.6051952277574901,0.004828515797620108,1.777647643327864,6.707239446992575,0.6129690401822453,0.9263007160403491,0.7165532879818595,0.5193951347797502,0.6022489041356965,0.5985575225191271,0.4598948060486522,0.5365647673606873,0.0003,52.76
tree_guided_moe_kd_focal_supcon,5,0.6045766568122647,0.00457259668297647,1.7759512147416936,6.721867394657612,0.6115599478000232,0.9259004522345939,0.6774461028192371,0.537146614069691,0.5991932526585992,0.5908451382859077,0.4510190664036818,0.5230439901351929,0.0003,41.75
tree_guided_moe_kd_focal_supcon,6,0.604392633149259,0.004459475873467307,1.7754574487996813,6.7295898801175165,0.6158137382893172,0.9276542765875564,0.6838328408611228,0.5325443786982249,0.5987802624283867,0.5912225066345808,0.4470742932281394,0.5376846194267273,0.0003,42.1
tree_guided_moe_kd_focal_supcon,7,0.6035083876882128,0.0043147056767980484,1.7733008217165962,6.720341116778681,0.6180939385351167,0.9279904497618956,0.6564914992272025,0.5585141354372124,0.6035523978685613,0.5926859267150184,0.44740302432610124,0.5307908058166504,0.0003,43.7
tree_guided_moe_kd_focal_supcon,8,0.6029998337666106,0.004148281251759362,1.7726222671564176,6.706484789751179,0.6160694125530652,0.9269362516848818,0.719506624029237,0.5177514792899408,0.6021793156184286,0.5989082373311773,0.45003287310979617,0.5661863088607788,0.0003,41.96
tree_guided_moe_kd_focal_supcon,9,0.6033489683861962,0.004069674003963775,1.7743454922310786,6.697562435754163,0.6157379040322865,0.9280138827909211,0.6898464163822525,0.5315581854043393,0.6004455997029335,0.59345372411606,0.4451019066403682,0.5455004572868347,0.0003,41.13
tree_guided_moe_kd_focal_supcon,10,0.6028239022929962,0.0039823833457639565,1.773247996282395,6.686709689444797,0.6152171460802209,0.9279238476939119,0.6699107866991079,0.5430637738330046,0.5998547567175018,0.5906075016255579,0.443129520052597,0.5483437180519104,0.00015,42.51
tree_guided_moe_kd_focal_supcon,11,0.6022163107564058,0.0038276404274621536,1.77226995170194,6.670766065277217,0.6148822234361367,0.9276562365457038,0.665194700923324,0.5447074293228139,0.5989517440809687,0.5892746310908216,0.4418145956607495,0.5407390594482422,0.00015,42.65
tree_guided_moe_kd_focal_supcon,12,0.6016855888754188,0.003739907907846168,1.770928333995702,6.666716021915252,0.6181456222198687,0.9292015271163783,0.6785418392709196,0.5384615384615384,0.6004398826979472,0.5921040324417548,0.4444444444444444,0.5486424565315247,0.00015,41.93
tree_guided_moe_kd_focal_supcon,13,0.6018505351976305,0.00368517184552778,1.7717119785588478,6.665174619952273,0.6163280116751544,0.9280917315599201,0.7021276595744681,0.5207100591715976,0.5979614949037373,0.5928128237433199,0.44247205785667326,0.5566965937614441,7.5e-05,43.27
tree_guided_moe_kd_focal_supcon,14,0.6019531228566564,0.0036110884843021693,1.7725105847105755,6.658883731024191,0.6161083328219876,0.9282211329927756,0.691246226821906,0.5269559500328731,0.5980227569483305,0.5914552921654084,0.4470742932281394,0.5510692596435547,7.5e-05,42.75
tree_guided_moe_kd_focal_supcon,15,0.6017736649762289,0.0036058122264174763,1.7719177462003817,6.659250507404845,0.6175575301848595,0.9283659777429151,0.6760214609987618,0.5384615384615384,0.5994510521500458,0.5909167528887462,0.4470742932281394,0.5498683452606201,7.5e-05,41.62
tree_guided_moe_kd_focal_supcon,16,0.601857208234196,0.003509811255734091,1.7726409999565318,6.655507432458139,0.6147108331861503,0.9280248835364047,0.6657246669358095,0.542077580539119,0.5975720239173763,0.5880621976433514,0.4428007889546351,0.538240373134613,3.75e-05,42.26
tree_guided_moe_kd_focal_supcon,17,0.6016494153235027,0.0034412865470224486,1.7723403402993865,6.6506003323364205,0.6159295892477327,0.9279401460909761,0.6779801324503312,0.5384615384615384,0.6002198607548552,0.5918396339078787,0.4444444444444444,0.5437658429145813,3.75e-05,41.86
