Model,Best_Epoch,Config_Name,Config_Seed,Config_KD_Weight,Config_Lambda_SupCon,Best_Val_PR_AUC,Selected_Threshold_from_Val,Val_Best_Fraud_Precision,Val_Best_Fraud_Recall,Val_Best_Fraud_F1,Train_Time_Seconds,Checkpoint_File,History_File,Prediction_File,Review_Budget_Detail_File,PR_AUC,ROC_AUC,Fraud_Precision,Fraud_Recall,Fraud_F1,MCC,Recall@Precision>=0.80,Threshold@Precision>=0.80,Selected_Threshold,TN,FP,FN,TP,Precision@1%,Recall@1%,F1@1%,Lift@1%,CapturedAmountRate@1%,ExpectedUtility@1%,Precision@3%,Recall@3%,F1@3%,Lift@3%,CapturedAmountRate@3%,ExpectedUtility@3%,Precision@5%,Recall@5%,F1@5%,Lift@5%,CapturedAmountRate@5%,ExpectedUtility@5%,Precision@10%,Recall@10%,F1@10%,Lift@10%,CapturedAmountRate@10%,ExpectedUtility@10%,Precision@15%,Recall@15%,F1@15%,Lift@15%,CapturedAmountRate@15%,ExpectedUtility@15%,Precision@20%,Recall@20%,F1@20%,Lift@20%,CapturedAmountRate@20%,ExpectedUtility@20%
tree_guided_moe_kd_focal_supcon,2,E_kd020_sup005_pr_auc_seed3407,3407,0.2,0.005,0.6214750717074222,0.5400688648223877,0.7099911582670203,0.5279421433267587,0.6055806938159879,364.152,D:\project\data\merge_paper_ready_tree_cost\proposed_tree_guided_moe_final_3seeds\E_kd020_sup005_pr_auc_seed3407\best_tree_guided_moe_kd_focal_supcon.pt,D:\project\data\merge_paper_ready_tree_cost\proposed_tree_guided_moe_final_3seeds\E_kd020_sup005_pr_auc_seed3407\history_tree_guided_moe_kd_focal_supcon.csv,D:\project\data\merge_paper_ready_tree_cost\proposed_tree_guided_moe_final_3seeds\E_kd020_sup005_pr_auc_seed3407\pred_tree_guided_moe_kd_focal_supcon.csv,D:\project\data\merge_paper_ready_tree_cost\proposed_tree_guided_moe_final_3seeds\E_kd020_sup005_pr_auc_seed3407\review_budget_detail_tree_guided_moe_kd_focal_supcon.csv,0.533039037142266,0.9014382200373099,0.6059092800665834,0.4722672721375284,0.5308056872037915,0.5203199324623776,0.35452481349335063,0.6728442907333374,0.5400688648223877,84551,947,1627,1456,0.8826185101580135,0.2536490431397989,0.3940539178634417,25.359464887546867,0.1514106281156509,70217.72110056877,0.5684725357411587,0.4901070385987674,0.5263891308134471,16.333397887929802,0.38639226536227694,178795.10017967224,0.3963882618510158,0.5695750891988323,0.4674564088912551,11.389058911133581,0.49090648062445585,226103.86620998383,0.23512811829777627,0.6756406097956535,0.34885278847764195,6.755719703838897,0.641499080360322,292394.43421316147,0.1747441300421433,0.7531625040544924,0.2836723474436504,5.02076217426633,0.7678083920331992,347281.36322927475,0.1410509679968392,0.8105741161206617,0.24028846153846153,4.05268757577944,0.8445926951199378,378910.9262213707
