Model,Best_Epoch,Config_Name,Config_Seed,Config_KD_Weight,Config_Lambda_SupCon,Best_Val_PR_AUC,Selected_Threshold_from_Val,Val_Best_Fraud_Precision,Val_Best_Fraud_Recall,Val_Best_Fraud_F1,Train_Time_Seconds,Checkpoint_File,History_File,Prediction_File,Review_Budget_Detail_File,PR_AUC,ROC_AUC,Fraud_Precision,Fraud_Recall,Fraud_F1,MCC,Recall@Precision>=0.80,Threshold@Precision>=0.80,Selected_Threshold,TN,FP,FN,TP,Precision@1%,Recall@1%,F1@1%,Lift@1%,CapturedAmountRate@1%,ExpectedUtility@1%,Precision@3%,Recall@3%,F1@3%,Lift@3%,CapturedAmountRate@3%,ExpectedUtility@3%,Precision@5%,Recall@5%,F1@5%,Lift@5%,CapturedAmountRate@5%,ExpectedUtility@5%,Precision@10%,Recall@10%,F1@10%,Lift@10%,CapturedAmountRate@10%,ExpectedUtility@10%,Precision@15%,Recall@15%,F1@15%,Lift@15%,CapturedAmountRate@15%,ExpectedUtility@15%,Precision@20%,Recall@20%,F1@20%,Lift@20%,CapturedAmountRate@20%,ExpectedUtility@20%
tree_guided_moe_kd_focal_supcon,10,E_kd020_sup005_pr_auc_seed2024,2024,0.2,0.005,0.6188447923307929,0.5221917629241943,0.6747135842880524,0.542077580539119,0.6011666059059424,758.665,D:\project\data\merge_paper_ready_tree_cost\proposed_tree_guided_moe_final_3seeds\E_kd020_sup005_pr_auc_seed2024\best_tree_guided_moe_kd_focal_supcon.pt,D:\project\data\merge_paper_ready_tree_cost\proposed_tree_guided_moe_final_3seeds\E_kd020_sup005_pr_auc_seed2024\history_tree_guided_moe_kd_focal_supcon.csv,D:\project\data\merge_paper_ready_tree_cost\proposed_tree_guided_moe_final_3seeds\E_kd020_sup005_pr_auc_seed2024\pred_tree_guided_moe_kd_focal_supcon.csv,D:\project\data\merge_paper_ready_tree_cost\proposed_tree_guided_moe_final_3seeds\E_kd020_sup005_pr_auc_seed2024\review_budget_detail_tree_guided_moe_kd_focal_supcon.csv,0.5377551580408957,0.9028465152291965,0.5695439125518281,0.4901070385987674,0.5268479776847977,0.5126482345039153,0.35420045410314627,0.7118462324142456,0.5221917629241943,84356,1142,1572,1511,0.8893905191873589,0.255595199481025,0.39707734945830186,25.554038786939813,0.14653977522480255,67930.32707953453,0.5684725357411587,0.4901070385987674,0.5263891308134471,16.333397887929802,0.39664223696278794,183608.57418107986,0.39322799097065464,0.5650340577359715,0.4637295354718488,11.298257758083542,0.49560345456643834,228309.60519504547,0.24314256688113783,0.6986701265001621,0.3607435940378496,6.985991474829086,0.6905207633766043,315415.4342608452,0.1763245033112583,0.7599740512487837,0.2862378596298333,5.066169584111116,0.7669151736268405,346861.9002547264,0.1410509679968392,0.8105741161206617,0.24028846153846153,4.05268757577944,0.8275094788647323,370888.50230550766
