Model,Best_Epoch,Tuning_Config,Selection_Objective,Best_Val_Selection_Score,Best_Val_PR_AUC,Selected_Threshold_from_Val,Val_Best_Fraud_Precision,Val_Best_Fraud_Recall,Val_Best_Fraud_F1,Train_Time_Seconds,Checkpoint_File,History_File,Prediction_File,Review_Budget_Detail_File,PR_AUC,ROC_AUC,Fraud_Precision,Fraud_Recall,Fraud_F1,MCC,Recall@Precision>=0.80,Threshold@Precision>=0.80,Selected_Threshold,TN,FP,FN,TP,Precision@1%,Recall@1%,F1@1%,Lift@1%,CapturedAmountRate@1%,ExpectedUtility@1%,Precision@3%,Recall@3%,F1@3%,Lift@3%,CapturedAmountRate@3%,ExpectedUtility@3%,Precision@5%,Recall@5%,F1@5%,Lift@5%,CapturedAmountRate@5%,ExpectedUtility@5%,Precision@10%,Recall@10%,F1@10%,Lift@10%,CapturedAmountRate@10%,ExpectedUtility@10%,Precision@15%,Recall@15%,F1@15%,Lift@15%,CapturedAmountRate@15%,ExpectedUtility@15%,Precision@20%,Recall@20%,F1@20%,Lift@20%,CapturedAmountRate@20%,ExpectedUtility@20%
tree_guided_moe_kd_focal_supcon,6,G_kd050_sup010_pr_auc_seed42,PR_AUC,0.6171670833321992,0.6171670833321992,0.527233362197876,0.6637692611615962,0.5522682445759369,0.6029068724205993,440.241,D:\project\data\merge_paper_ready_tree_cost\proposed_tree_guided_moe_tuning\G_kd050_sup010_pr_auc_seed42\best_tree_guided_moe_kd_focal_supcon.pt,D:\project\data\merge_paper_ready_tree_cost\proposed_tree_guided_moe_tuning\G_kd050_sup010_pr_auc_seed42\history_tree_guided_moe_kd_focal_supcon.csv,D:\project\data\merge_paper_ready_tree_cost\proposed_tree_guided_moe_tuning\G_kd050_sup010_pr_auc_seed42\pred_tree_guided_moe_kd_focal_supcon.csv,D:\project\data\merge_paper_ready_tree_cost\proposed_tree_guided_moe_tuning\G_kd050_sup010_pr_auc_seed42\review_budget_detail_tree_guided_moe_kd_focal_supcon.csv,0.5367994601300583,0.901542474618967,0.5573710965867829,0.49789166396367174,0.5259551139283879,0.5107256255955493,0.3580927667855984,0.723436713218689,0.527233362197876,84279,1219,1548,1535,0.8871331828442438,0.25494648070061626,0.3960695389266818,25.4891808204755,0.144202434806043,66832.69210290909,0.5699774266365688,0.4914044761595848,0.5277826162689426,16.376636532239345,0.3917267895276525,181300.23818206787,0.39164785553047404,0.562763542004541,0.4618660987621457,11.252857181558522,0.49357216262785036,227355.693192482,0.24246528953606503,0.6967239701589361,0.3597387372299447,6.966531888548224,0.6859554948476019,313271.54525995255,0.17602347983142685,0.7586766136879662,0.2857491906419889,5.05752055366449,0.7677004191791668,347230.6582570076,0.14088163910368573,0.8096010379500487,0.24,4.047822404620041,0.8331430499116855,373534.07527160645
