Config_Name,Config_Seed,Model,PR_AUC,ROC_AUC,Fraud_Precision,Fraud_Recall,Fraud_F1,MCC,Recall@Precision>=0.80,ExpectedUtility@3%,ExpectedUtility@5%,CapturedAmountRate@5%,Best_Epoch,Train_Time_Seconds,Result_File
E_kd020_sup005_pr_auc_seed42,42,tree_guided_moe_kd_focal_supcon,0.5355205448282916,0.8984851034029192,0.5807183364839319,0.4982160233538761,0.5363128491620112,0.5225470105459015,0.3658773921505027,176870.73516702652,228152.4881772995,0.4952688843642554,1,160.608,D:\project\data\merge_paper_ready_tree_cost\proposed_tree_guided_moe_tuning\E_kd020_sup005_pr_auc_seed42\E_kd020_sup005_pr_auc_seed42_final.csv
E_kd020_sup005_pr_auc_seed2024,2024,tree_guided_moe_kd_focal_supcon,0.5377551580408957,0.9028465152291963,0.5695439125518281,0.4901070385987674,0.5268479776847977,0.5126482345039153,0.3542004541031462,183608.57418107984,228309.60519504547,0.4956034545664383,10,758.665,D:\project\data\merge_paper_ready_tree_cost\proposed_tree_guided_moe_final_3seeds\E_kd020_sup005_pr_auc_seed2024\proposed_only_results_final.csv
E_kd020_sup005_pr_auc_seed3407,3407,tree_guided_moe_kd_focal_supcon,0.533039037142266,0.90143822003731,0.6059092800665834,0.4722672721375284,0.5308056872037915,0.5203199324623776,0.3545248134933506,178795.10017967224,226103.86620998383,0.4909064806244558,2,364.152,D:\project\data\merge_paper_ready_tree_cost\proposed_tree_guided_moe_final_3seeds\E_kd020_sup005_pr_auc_seed3407\proposed_only_results_final.csv
