Model,PR_AUC,ROC_AUC,Fraud_Precision,Fraud_Recall,Fraud_F1,MCC,Recall@Precision>=0.80,Precision@1%,Recall@1%,CapturedAmountRate@1%,ExpectedUtility@1%,Precision@3%,Recall@3%,CapturedAmountRate@3%,ExpectedUtility@3%,Precision@5%,Recall@5%,CapturedAmountRate@5%,ExpectedUtility@5%,Precision@10%,Recall@10%,CapturedAmountRate@10%,ExpectedUtility@10%,Selected_Threshold_from_Val,TN,FP,FN,TP,Best_Epoch,Best_Val_PR_AUC,Train_Time_Seconds
tree_guided_moe_kd_focal_supcon,0.531202503321156,0.8984802341044874,0.6211396259243149,0.46318520921180667,0.5306577480490524,0.5221932823353732,0.36230943885825495,0.8837471783295711,0.2539734025300032,0.14627506543056598,67806.0171046257,0.5620767494356659,0.48459292896529355,0.3765628142162175,174179.1061668396,0.3887133182844244,0.5585468699318845,0.4800053070186623,220984.582198143,0.2378372276780675,0.6834252351605579,0.6652694923744776,303557.222237587,0.5439115762710571,84627,871,1655,1428,4,0.611005828657699,395.182
