experiment,epoch,train_loss,train_classification_loss,train_kd_loss,train_supcon_loss,val_PR_AUC,val_ROC_AUC,val_Fraud_Precision,val_Fraud_Recall,val_Fraud_F1,val_MCC,val_Recall@Precision>=0.80,val_threshold,lr,epoch_seconds
tree_guided_moe_kd_focal_supcon,1,0.7269987809696635,0.03369326675685713,2.0622918711645086,7.461793124501859,0.6065220469759804,0.9294519655724666,0.6427771556550952,0.5660749506903353,0.6019926586261143,0.5900357157327406,0.4151873767258383,0.5942543148994446,0.0003,25.71
tree_guided_moe_kd_focal_supcon,2,0.6115013803020899,0.005981351779626353,1.7907029446863019,6.830912233300458,0.6098493596947121,0.9278745605110906,0.6831432192648923,0.5315581854043393,0.5978924015529673,0.5903385527781939,0.4339250493096647,0.5840525031089783,0.0003,25.36
tree_guided_moe_kd_focal_supcon,3,0.6078919799362952,0.005230506914464501,1.7833501345050446,6.765640802947583,0.6048521356470558,0.9252370659690937,0.6580645161290323,0.5364891518737672,0.5910901847156828,0.5812894450564737,0.43819855358316895,0.535425066947937,0.0003,25.17
tree_guided_moe_kd_focal_supcon,4,0.6062790347738978,0.004878084025572971,1.7796793185562225,6.749713346980758,0.6106539462498922,0.9264058408935645,0.6538461538461539,0.5532544378698225,0.5993589743589743,0.5885195161785366,0.4378698224852071,0.5391630530357361,0.0003,25.37
tree_guided_moe_kd_focal_supcon,5,0.6052452673100621,0.00471510088353171,1.7771452439436406,6.738657131375201,0.6138923316771936,0.9275403472948992,0.6737880032867708,0.5391190006574622,0.5989773557341125,0.5902328107858574,0.4421433267587114,0.5389502644538879,0.0003,25.39
tree_guided_moe_kd_focal_supcon,6,0.604768657527852,0.004441035731084938,1.776639019512827,6.733589268097991,0.6158226661474383,0.9291342352199884,0.6717588769611891,0.534845496383958,0.5955344070278185,0.5868668342562331,0.4460880999342538,0.542049765586853,0.0003,25.36
tree_guided_moe_kd_focal_supcon,7,0.6035826972036511,0.004326664481640211,1.773450473041241,6.722086978453882,0.6143403525191354,0.9272530308812005,0.6902197328737613,0.5266272189349113,0.5974268133507366,0.5907925140218658,0.4460880999342538,0.5535085201263428,0.0003,25.48
tree_guided_moe_kd_focal_supcon,8,0.6038607850776289,0.004189890504574983,1.77530423252097,6.707960155684118,0.6179264083013397,0.9284551904261132,0.6587456174522789,0.5558842866535174,0.6029595293278659,0.5923427052082181,0.4441157133464826,0.5419132113456726,0.0003,25.31
tree_guided_moe_kd_focal_supcon,9,0.6037586118930655,0.004105581917662746,1.7754869816808942,6.700691320000457,0.618959127478832,0.928135430940494,0.690224291155311,0.5361604207758054,0.6035152636447734,0.5962632560371204,0.44871794871794873,0.5625429749488831,0.0003,25.06
tree_guided_moe_kd_focal_supcon,10,0.602627267464432,0.004030887237393419,1.772504504758235,6.684500584045139,0.617453366751395,0.9282070962336914,0.6673403395311237,0.5427350427350427,0.5986221899927484,0.5891996170533342,0.4477317554240631,0.5503109097480774,0.0003,25.53
tree_guided_moe_kd_focal_supcon,11,0.603149070639575,0.003911881665363516,1.7747496333233521,6.6812276904299175,0.6165911215532465,0.9283003037727604,0.6705834683954619,0.5440499671268902,0.6007259528130672,0.5914791696782503,0.43918474687705455,0.5498793721199036,0.0003,25.58
tree_guided_moe_kd_focal_supcon,12,0.6018628915471252,0.0038134758945664025,1.7712695005413677,6.666854220122432,0.6145279867003021,0.9276362968538466,0.673259167696745,0.537146614069691,0.5975498262936552,0.5888721104896895,0.4418145956607495,0.56117844581604,0.00015,25.15
tree_guided_moe_kd_focal_supcon,13,0.6016547715538927,0.003691120025895075,1.771341409750662,6.656120531660119,0.6187263542318506,0.9287297498181063,0.6718178121187475,0.5430637738330046,0.6006180694419196,0.5915142150881098,0.443129520052597,0.5555376410484314,0.00015,25.35
tree_guided_moe_kd_focal_supcon,14,0.6018392946355279,0.0036595244963912236,1.7720083160603963,6.657725412726373,0.6198145673459081,0.9284911056983984,0.6698795180722892,0.5483234714003945,0.6030368763557483,0.5935280605626455,0.44838921761998685,0.5552264451980591,0.00015,25.41
tree_guided_moe_kd_focal_supcon,15,0.6015744326247182,0.0035623142641114376,1.7716853195697588,6.650649706687961,0.6158200942862694,0.9280347275222756,0.6793637505232315,0.5335305719921104,0.5976799852697477,0.5896960449767964,0.443129520052597,0.5720908641815186,0.00015,25.44
tree_guided_moe_kd_focal_supcon,16,0.6011325593745374,0.003520232668002554,1.770426881146699,6.648424124857172,0.6161283051673355,0.9282346932130162,0.702618730581447,0.5203813280736358,0.597922568460812,0.5928438816364788,0.4451019066403682,0.5796875953674316,0.00015,25.73
tree_guided_moe_kd_focal_supcon,17,0.601456274672869,0.0034901222005848474,1.7716374309991456,6.647490122968284,0.6168009997990626,0.9281163021332823,0.6685529506871464,0.5437212360289283,0.5997099347353154,0.5903283236605701,0.44740302432610124,0.5558091402053833,7.5e-05,36.81
tree_guided_moe_kd_focal_supcon,18,0.6015400202190612,0.0034042957565123856,1.772474714390286,6.639328640610479,0.6162662158247671,0.9284402294122557,0.6823925863521483,0.5325443786982249,0.5982274741506647,0.590550793259339,0.4437869822485207,0.5743069052696228,7.5e-05,30.62
tree_guided_moe_kd_focal_supcon,19,0.6006384460542017,0.003402343989123484,1.7695283776512771,6.637756627436367,0.6161618110294509,0.9282617733014179,0.690948275862069,0.5269559500328731,0.597911227154047,0.5913179066586206,0.4437869822485207,0.5781753063201904,7.5e-05,25.65
