Model,Best_Epoch,Tuning_Config,Selection_Objective,Best_Val_Selection_Score,Best_Val_PR_AUC,Selected_Threshold_from_Val,Val_Best_Fraud_Precision,Val_Best_Fraud_Recall,Val_Best_Fraud_F1,Train_Time_Seconds,Checkpoint_File,History_File,Prediction_File,Review_Budget_Detail_File,PR_AUC,ROC_AUC,Fraud_Precision,Fraud_Recall,Fraud_F1,MCC,Recall@Precision>=0.80,Threshold@Precision>=0.80,Selected_Threshold,TN,FP,FN,TP,Precision@1%,Recall@1%,F1@1%,Lift@1%,CapturedAmountRate@1%,ExpectedUtility@1%,Precision@3%,Recall@3%,F1@3%,Lift@3%,CapturedAmountRate@3%,ExpectedUtility@3%,Precision@5%,Recall@5%,F1@5%,Lift@5%,CapturedAmountRate@5%,ExpectedUtility@5%,Precision@10%,Recall@10%,F1@10%,Lift@10%,CapturedAmountRate@10%,ExpectedUtility@10%,Precision@15%,Recall@15%,F1@15%,Lift@15%,CapturedAmountRate@15%,ExpectedUtility@15%,Precision@20%,Recall@20%,F1@20%,Lift@20%,CapturedAmountRate@20%,ExpectedUtility@20%
tree_guided_moe_kd_focal_supcon,1,E_kd020_sup005_pr_auc_seed42,PR_AUC,0.6151262390128607,0.6151262390128607,0.5734460949897766,0.6794453507340946,0.5476660092044707,0.6064797961412449,160.608,D:\project\data\merge_paper_ready_tree_cost\proposed_tree_guided_moe_tuning\E_kd020_sup005_pr_auc_seed42\best_tree_guided_moe_kd_focal_supcon.pt,D:\project\data\merge_paper_ready_tree_cost\proposed_tree_guided_moe_tuning\E_kd020_sup005_pr_auc_seed42\history_tree_guided_moe_kd_focal_supcon.csv,D:\project\data\merge_paper_ready_tree_cost\proposed_tree_guided_moe_tuning\E_kd020_sup005_pr_auc_seed42\pred_tree_guided_moe_kd_focal_supcon.csv,D:\project\data\merge_paper_ready_tree_cost\proposed_tree_guided_moe_tuning\E_kd020_sup005_pr_auc_seed42\review_budget_detail_tree_guided_moe_kd_focal_supcon.csv,0.5355205448282916,0.8984851034029192,0.5807183364839319,0.4982160233538761,0.5363128491620112,0.5225470105459015,0.36587739215050274,0.7213319540023804,0.5734460949897766,84389,1109,1547,1536,0.8758465011286681,0.25170288679857283,0.39103048626858156,25.164890988153925,0.14360931311984393,66554.15710520744,0.5782543265613243,0.49854038274408047,0.5354467862741683,16.61444907594183,0.38229445851365423,176870.73516702652,0.3988713318284424,0.5731430424910802,0.47038466657793154,11.460402674244326,0.4952688843642554,228152.4881772995,0.2395304210407495,0.6882906260136231,0.3553843577290236,6.882207014664493,0.6787942789347556,309908.57724809647,0.17496989765201687,0.7541355822251055,0.28403884918453365,5.0272489471013,0.7696245303656319,348134.23726511,0.14138962578314612,0.8125202724618877,0.2408653846153846,4.062417918098237,0.8589919887023839,385672.95718097687
