Model,Review_Budget,K,Precision@K,Recall@K,F1@K,Lift@K,Captured_Fraud_Amount,CapturedAmountRate@K,Review_Cost,ExpectedUtility@K
FTTransformer,0.01,886,0.8002257336343115,0.22997080765488162,0.35726883345930965,22.9921491115994,54255.3828125,0.11553321373460461,886.0,53369.3828125
FTTransformer,0.03,2658,0.4345372460496614,0.3746350956860201,0.4023689252743424,12.485158544380491,96008.375,0.2044434217249966,2658.0,93350.375
FTTransformer,0.05,4430,0.3162528216704289,0.4544275056762893,0.3729535471848795,9.086601101650425,131933.78125,0.2809441747125415,4430.0,127503.78125
FTTransformer,0.1,8859,0.19054069308048313,0.5475186506649368,0.2826997152905711,5.474630273682218,176104.53125,0.37500283647157445,8859.0,167245.53125
FTTransformer,0.15,13288,0.14223359422034917,0.6130392474862147,0.23089609675645958,4.086666886030733,210121.421875,0.44743953291414995,13288.0,196833.421875
FTTransformer,0.2,17717,0.115312976237512,0.6626662341874797,0.1964423076923077,3.3131815595507783,240375.875,0.5118643700108462,17717.0,222658.875
