Model,Review_Budget,K,Precision@K,Recall@K,F1@K,Lift@K,Captured_Fraud_Amount,CapturedAmountRate@K,Review_Cost,ExpectedUtility@K
TabR_like,0.01,886,0.7968397291196389,0.22899772948426858,0.35575711766187956,22.894862161902928,54101.08203125,0.11520464819365493,886.0,53215.08203125
TabR_like,0.03,2658,0.43077501881113617,0.3713915017839766,0.39888521163560353,12.377061933606635,91658.359375,0.1951803669971902,2658.0,89000.359375
TabR_like,0.05,4430,0.3060948081264108,0.4398313331170937,0.36097431119393053,8.794740252561011,119423.046875,0.25430341843258797,4430.0,114993.046875
TabR_like,0.1,8859,0.18862174060277684,0.5420045410314629,0.2798526210015073,5.419494779219778,179163.625,0.3815169976693352,8859.0,170304.625
TabR_like,0.15,13288,0.1401264298615292,0.6039571845604931,0.2274754138415491,4.026123672904353,208946.40625,0.4449374452336361,13288.0,195658.40625
TabR_like,0.2,17717,0.11491787548682057,0.6603957184560493,0.19576923076923078,3.3018294935121806,235664.25,0.5018313126785396,17717.0,217947.25
